date,id_station,nom_station,nb_velos,nb_places
2021-10-10T17:26:52,34,Lycée Carnot,10,10
2021-10-10T17:26:52,40,Barabant - Transvaal,8,8
2021-10-10T17:26:52,22,Darcy,10,14
2021-10-10T17:26:52,35,Parc des sports,12,8
2021-10-10T17:26:52,21,Charles Vêques - Monge,9,7
2021-10-10T17:26:52,4,Place du Théâtre,7,20
2021-10-10T17:26:52,3,Forges - Notre Dame,5,19
2021-10-10T17:26:52,1,Place Saint Fiacre,11,5
2021-10-10T17:26:52,9,Auguste Comte,6,6
2021-10-10T17:26:52,5,Chabot Charny,10,13
2021-10-10T17:26:52,2,Voltaire-Mirande,9,7
2021-10-10T17:26:52,6,Place des Cordeliers,9,11
2021-10-10T17:26:52,14,Préfecture,5,13
2021-10-10T17:26:52,10,Jeannin - Saumaise,10,18
2021-10-10T17:26:52,18,Cellier de Clairvaux,12,2
2021-10-10T17:26:52,8,Grangier,8,22
2021-10-10T17:26:52,19,République - Rousseau,17,5
2021-10-10T17:26:52,7,Place Bossuet,20,4
2021-10-10T17:26:52,11,Wilson,16,14
2021-10-10T17:26:52,23,Sambin - École de Commerce,11,17
2021-10-10T17:26:52,24,Marceau - Jardillier,11,11
2021-10-10T17:26:52,12,Zola - Monge,18,2
2021-10-10T17:26:52,15,30 Octobre - Paul Cabet,10,14
2021-10-10T17:26:52,13,Saint Benigne,7,11
2021-10-10T17:26:52,31,Place Barbe,3,9
2021-10-10T17:26:52,25,Clemenceau - Conservatoire,7,11
2021-10-10T17:26:52,17,Mulhouse - Verdun,9,15
2021-10-10T17:26:52,20,Général de Gaulle - Clinique,9,15
2021-10-10T17:26:52,16,Montée de Guise - Berbisey,1,15
2021-10-10T17:26:52,37,Auxonne - Eldorado,20,0
2021-10-10T17:26:52,33,Gare - Porte Neuve,9,11
2021-10-10T17:26:52,32,Auditorium,10,22
2021-10-10T17:26:52,38,Drapeau - Dijon Métropole,14,4
2021-10-10T17:26:52,30,Victor Hugo - Spuller,5,17
2021-10-10T17:26:52,29,Gare Dijon Ville,24,12
2021-10-10T17:26:52,28,Planétarium,7,5
2021-10-10T17:26:52,26,Cours du Parc - Piscine,9,13
2021-10-10T17:26:52,39,Drapeau - Junot,16,4
2021-10-10T17:26:52,27,Navier - Jean Jaurès,10,8
2021-10-10T17:26:52,36,Hôpital - Maternité,10,8
2021-10-10T15:28:29,34,Lycée Carnot,10,10
2021-10-10T15:28:29,40,Barabant - Transvaal,8,8
2021-10-10T15:28:29,22,Darcy,10,14
2021-10-10T15:28:29,35,Parc des sports,12,8
2021-10-10T15:28:29,21,Charles Vêques - Monge,9,7
2021-10-10T15:28:29,4,Place du Théâtre,7,20
2021-10-10T15:28:29,3,Forges - Notre Dame,5,19
2021-10-10T15:28:29,1,Place Saint Fiacre,11,5
2021-10-10T15:28:29,9,Auguste Comte,6,6
2021-10-10T15:28:29,5,Chabot Charny,10,13
2021-10-10T15:28:29,2,Voltaire-Mirande,9,7
2021-10-10T15:28:29,6,Place des Cordeliers,9,11
2021-10-10T15:28:29,14,Préfecture,5,13
2021-10-10T15:28:29,10,Jeannin - Saumaise,10,18
2021-10-10T15:28:29,18,Cellier de Clairvaux,12,2
2021-10-10T15:28:29,8,Grangier,8,22
2021-10-10T15:28:29,19,République - Rousseau,17,5
2021-10-10T15:28:29,7,Place Bossuet,20,4
2021-10-10T15:28:29,11,Wilson,16,14
2021-10-10T15:28:29,23,Sambin - École de Commerce,11,17
2021-10-10T15:28:29,24,Marceau - Jardillier,11,11
2021-10-10T15:28:29,12,Zola - Monge,18,2
2021-10-10T15:28:29,15,30 Octobre - Paul Cabet,10,14
2021-10-10T15:28:29,13,Saint Benigne,7,11
2021-10-10T15:28:29,31,Place Barbe,3,9
2021-10-10T15:28:29,25,Clemenceau - Conservatoire,7,11
2021-10-10T15:28:29,17,Mulhouse - Verdun,9,15
2021-10-10T15:28:29,20,Général de Gaulle - Clinique,9,15
2021-10-10T15:28:29,16,Montée de Guise - Berbisey,1,15
2021-10-10T15:28:29,37,Auxonne - Eldorado,20,0
2021-10-10T15:28:29,33,Gare - Porte Neuve,9,11
2021-10-10T15:28:29,32,Auditorium,10,22
2021-10-10T15:28:29,38,Drapeau - Dijon Métropole,14,4
2021-10-10T15:28:29,30,Victor Hugo - Spuller,5,17
2021-10-10T15:28:29,29,Gare Dijon Ville,24,12
2021-10-10T15:28:29,28,Planétarium,7,5
2021-10-10T15:28:29,26,Cours du Parc - Piscine,9,13
2021-10-10T15:28:29,39,Drapeau - Junot,16,4
2021-10-10T15:28:29,27,Navier - Jean Jaurès,10,8
2021-10-10T15:28:29,36,Hôpital - Maternité,10,8
2021-10-10T15:45:03,34,Lycée Carnot,10,10
2021-10-10T15:45:03,40,Barabant - Transvaal,8,8
2021-10-10T15:45:03,22,Darcy,10,14
2021-10-10T15:45:03,35,Parc des sports,12,8
2021-10-10T15:45:03,21,Charles Vêques - Monge,9,7
2021-10-10T15:45:03,4,Place du Théâtre,7,20
2021-10-10T15:45:03,3,Forges - Notre Dame,5,19
2021-10-10T15:45:03,1,Place Saint Fiacre,11,5
2021-10-10T15:45:03,9,Auguste Comte,6,6
2021-10-10T15:45:03,5,Chabot Charny,10,13
2021-10-10T15:45:03,2,Voltaire-Mirande,9,7
2021-10-10T15:45:03,6,Place des Cordeliers,9,11
2021-10-10T15:45:03,14,Préfecture,5,13
2021-10-10T15:45:03,10,Jeannin - Saumaise,10,18
2021-10-10T15:45:03,18,Cellier de Clairvaux,12,2
2021-10-10T15:45:03,8,Grangier,8,22
2021-10-10T15:45:03,19,République - Rousseau,17,5
2021-10-10T15:45:03,7,Place Bossuet,20,4
2021-10-10T15:45:03,11,Wilson,16,14
2021-10-10T15:45:03,23,Sambin - École de Commerce,11,17
2021-10-10T15:45:03,24,Marceau - Jardillier,11,11
2021-10-10T15:45:03,12,Zola - Monge,18,2
2021-10-10T15:45:03,15,30 Octobre - Paul Cabet,10,14
2021-10-10T15:45:03,13,Saint Benigne,7,11
2021-10-10T15:45:03,31,Place Barbe,3,9
2021-10-10T15:45:03,25,Clemenceau - Conservatoire,7,11
2021-10-10T15:45:03,17,Mulhouse - Verdun,9,15
2021-10-10T15:45:03,20,Général de Gaulle - Clinique,9,15
2021-10-10T15:45:03,16,Montée de Guise - Berbisey,1,15
2021-10-10T15:45:03,37,Auxonne - Eldorado,20,0
2021-10-10T15:45:03,33,Gare - Porte Neuve,9,11
2021-10-10T15:45:03,32,Auditorium,10,22
2021-10-10T15:45:03,38,Drapeau - Dijon Métropole,14,4
2021-10-10T15:45:03,30,Victor Hugo - Spuller,5,17
2021-10-10T15:45:03,29,Gare Dijon Ville,24,12
2021-10-10T15:45:03,28,Planétarium,7,5
2021-10-10T15:45:03,26,Cours du Parc - Piscine,9,13
2021-10-10T15:45:03,39,Drapeau - Junot,16,4
2021-10-10T15:45:03,27,Navier - Jean Jaurès,10,8
2021-10-10T15:45:03,36,Hôpital - Maternité,10,8
2021-10-10T15:58:08,34,Lycée Carnot,10,10
2021-10-10T15:58:08,40,Barabant - Transvaal,8,8
2021-10-10T15:58:08,22,Darcy,10,14
2021-10-10T15:58:08,35,Parc des sports,12,8
2021-10-10T15:58:08,21,Charles Vêques - Monge,9,7
2021-10-10T15:58:08,4,Place du Théâtre,7,20
2021-10-10T15:58:08,3,Forges - Notre Dame,5,19
2021-10-10T15:58:08,1,Place Saint Fiacre,11,5
2021-10-10T15:58:08,9,Auguste Comte,6,6
2021-10-10T15:58:08,5,Chabot Charny,10,13
2021-10-10T15:58:08,2,Voltaire-Mirande,9,7
2021-10-10T15:58:08,6,Place des Cordeliers,9,11
2021-10-10T15:58:08,14,Préfecture,5,13
2021-10-10T15:58:08,10,Jeannin - Saumaise,10,18
2021-10-10T15:58:08,18,Cellier de Clairvaux,12,2
2021-10-10T15:58:08,8,Grangier,8,22
2021-10-10T15:58:08,19,République - Rousseau,17,5
2021-10-10T15:58:08,7,Place Bossuet,20,4
2021-10-10T15:58:08,11,Wilson,16,14
2021-10-10T15:58:08,23,Sambin - École de Commerce,11,17
2021-10-10T15:58:08,24,Marceau - Jardillier,11,11
2021-10-10T15:58:08,12,Zola - Monge,18,2
2021-10-10T15:58:08,15,30 Octobre - Paul Cabet,10,14
2021-10-10T15:58:08,13,Saint Benigne,7,11
2021-10-10T15:58:08,31,Place Barbe,3,9
2021-10-10T15:58:08,25,Clemenceau - Conservatoire,7,11
2021-10-10T15:58:08,17,Mulhouse - Verdun,9,15
2021-10-10T15:58:08,20,Général de Gaulle - Clinique,9,15
2021-10-10T15:58:08,16,Montée de Guise - Berbisey,1,15
2021-10-10T15:58:08,37,Auxonne - Eldorado,20,0
2021-10-10T15:58:08,33,Gare - Porte Neuve,9,11
2021-10-10T15:58:08,32,Auditorium,10,22
2021-10-10T15:58:08,38,Drapeau - Dijon Métropole,14,4
2021-10-10T15:58:08,30,Victor Hugo - Spuller,5,17
2021-10-10T15:58:08,29,Gare Dijon Ville,24,12
2021-10-10T15:58:08,28,Planétarium,7,5
2021-10-10T15:58:08,26,Cours du Parc - Piscine,9,13
2021-10-10T15:58:08,39,Drapeau - Junot,16,4
2021-10-10T15:58:08,27,Navier - Jean Jaurès,10,8
2021-10-10T15:58:08,36,Hôpital - Maternité,10,8
2021-10-10T16:33:53,34,Lycée Carnot,10,10
2021-10-10T16:33:53,40,Barabant - Transvaal,8,8
2021-10-10T16:33:53,22,Darcy,10,14
2021-10-10T16:33:53,35,Parc des sports,12,8
2021-10-10T16:33:53,21,Charles Vêques - Monge,9,7
2021-10-10T16:33:53,4,Place du Théâtre,7,20
2021-10-10T16:33:53,3,Forges - Notre Dame,5,19
2021-10-10T16:33:53,1,Place Saint Fiacre,11,5
2021-10-10T16:33:53,9,Auguste Comte,6,6
2021-10-10T16:33:53,5,Chabot Charny,10,13
2021-10-10T16:33:53,2,Voltaire-Mirande,9,7
2021-10-10T16:33:53,6,Place des Cordeliers,9,11
2021-10-10T16:33:53,14,Préfecture,5,13
2021-10-10T16:33:53,10,Jeannin - Saumaise,10,18
2021-10-10T16:33:53,18,Cellier de Clairvaux,12,2
2021-10-10T16:33:53,8,Grangier,8,22
2021-10-10T16:33:53,19,République - Rousseau,17,5
2021-10-10T16:33:53,7,Place Bossuet,20,4
2021-10-10T16:33:53,11,Wilson,16,14
2021-10-10T16:33:53,23,Sambin - École de Commerce,11,17
2021-10-10T16:33:53,24,Marceau - Jardillier,11,11
2021-10-10T16:33:53,12,Zola - Monge,18,2
2021-10-10T16:33:53,15,30 Octobre - Paul Cabet,10,14
2021-10-10T16:33:53,13,Saint Benigne,7,11
2021-10-10T16:33:53,31,Place Barbe,3,9
2021-10-10T16:33:53,25,Clemenceau - Conservatoire,7,11
2021-10-10T16:33:53,17,Mulhouse - Verdun,9,15
2021-10-10T16:33:53,20,Général de Gaulle - Clinique,9,15
2021-10-10T16:33:53,16,Montée de Guise - Berbisey,1,15
2021-10-10T16:33:53,37,Auxonne - Eldorado,20,0
2021-10-10T16:33:53,33,Gare - Porte Neuve,9,11
2021-10-10T16:33:53,32,Auditorium,10,22
2021-10-10T16:33:53,38,Drapeau - Dijon Métropole,14,4
2021-10-10T16:33:53,30,Victor Hugo - Spuller,5,17
2021-10-10T16:33:53,29,Gare Dijon Ville,24,12
2021-10-10T16:33:53,28,Planétarium,7,5
2021-10-10T16:33:53,26,Cours du Parc - Piscine,9,13
2021-10-10T16:33:53,39,Drapeau - Junot,16,4
2021-10-10T16:33:53,27,Navier - Jean Jaurès,10,8
2021-10-10T16:33:53,36,Hôpital - Maternité,10,8
2021-10-10T17:01:41,34,Lycée Carnot,10,10
2021-10-10T17:01:41,40,Barabant - Transvaal,8,8
2021-10-10T17:01:41,22,Darcy,10,14
2021-10-10T17:01:41,35,Parc des sports,12,8
2021-10-10T17:01:41,21,Charles Vêques - Monge,9,7
2021-10-10T17:01:41,4,Place du Théâtre,7,20
2021-10-10T17:01:41,3,Forges - Notre Dame,5,19
2021-10-10T17:01:41,1,Place Saint Fiacre,11,5
2021-10-10T17:01:41,9,Auguste Comte,6,6
2021-10-10T17:01:41,5,Chabot Charny,10,13
2021-10-10T17:01:41,2,Voltaire-Mirande,9,7
2021-10-10T17:01:41,6,Place des Cordeliers,9,11
2021-10-10T17:01:41,14,Préfecture,5,13
2021-10-10T17:01:41,10,Jeannin - Saumaise,10,18
2021-10-10T17:01:41,18,Cellier de Clairvaux,12,2
2021-10-10T17:01:41,8,Grangier,8,22
2021-10-10T17:01:41,19,République - Rousseau,17,5
2021-10-10T17:01:41,7,Place Bossuet,20,4
2021-10-10T17:01:41,11,Wilson,16,14
2021-10-10T17:01:41,23,Sambin - École de Commerce,11,17
2021-10-10T17:01:41,24,Marceau - Jardillier,11,11
2021-10-10T17:01:41,12,Zola - Monge,18,2
2021-10-10T17:01:41,15,30 Octobre - Paul Cabet,10,14
2021-10-10T17:01:41,13,Saint Benigne,7,11
2021-10-10T17:01:41,31,Place Barbe,3,9
2021-10-10T17:01:41,25,Clemenceau - Conservatoire,7,11
2021-10-10T17:01:41,17,Mulhouse - Verdun,9,15
2021-10-10T17:01:41,20,Général de Gaulle - Clinique,9,15
2021-10-10T17:01:41,16,Montée de Guise - Berbisey,1,15
2021-10-10T17:01:41,37,Auxonne - Eldorado,20,0
2021-10-10T17:01:41,33,Gare - Porte Neuve,9,11
2021-10-10T17:01:41,32,Auditorium,10,22
2021-10-10T17:01:41,38,Drapeau - Dijon Métropole,14,4
2021-10-10T17:01:41,30,Victor Hugo - Spuller,5,17
2021-10-10T17:01:41,29,Gare Dijon Ville,24,12
2021-10-10T17:01:41,28,Planétarium,7,5
2021-10-10T17:01:41,26,Cours du Parc - Piscine,9,13
2021-10-10T17:01:41,39,Drapeau - Junot,16,4
2021-10-10T17:01:41,27,Navier - Jean Jaurès,10,8
2021-10-10T17:01:41,36,Hôpital - Maternité,10,8
2021-10-10T17:30:36,34,Lycée Carnot,10,10
2021-10-10T17:30:36,40,Barabant - Transvaal,8,8
2021-10-10T17:30:36,22,Darcy,10,14
2021-10-10T17:30:36,35,Parc des sports,12,8
2021-10-10T17:30:36,21,Charles Vêques - Monge,9,7
2021-10-10T17:30:36,4,Place du Théâtre,7,20
2021-10-10T17:30:36,3,Forges - Notre Dame,5,19
2021-10-10T17:30:36,1,Place Saint Fiacre,11,5
2021-10-10T17:30:36,9,Auguste Comte,6,6
2021-10-10T17:30:36,5,Chabot Charny,10,13
2021-10-10T17:30:36,2,Voltaire-Mirande,9,7
2021-10-10T17:30:36,6,Place des Cordeliers,9,11
2021-10-10T17:30:36,14,Préfecture,5,13
2021-10-10T17:30:36,10,Jeannin - Saumaise,10,18
2021-10-10T17:30:36,18,Cellier de Clairvaux,12,2
2021-10-10T17:30:36,8,Grangier,8,22
2021-10-10T17:30:36,19,République - Rousseau,17,5
2021-10-10T17:30:36,7,Place Bossuet,20,4
2021-10-10T17:30:36,11,Wilson,16,14
2021-10-10T17:30:36,23,Sambin - École de Commerce,11,17
2021-10-10T17:30:36,24,Marceau - Jardillier,11,11
2021-10-10T17:30:36,12,Zola - Monge,18,2
2021-10-10T17:30:36,15,30 Octobre - Paul Cabet,10,14
2021-10-10T17:30:36,13,Saint Benigne,7,11
2021-10-10T17:30:36,31,Place Barbe,3,9
2021-10-10T17:30:36,25,Clemenceau - Conservatoire,7,11
2021-10-10T17:30:36,17,Mulhouse - Verdun,9,15
2021-10-10T17:30:36,20,Général de Gaulle - Clinique,9,15
2021-10-10T17:30:36,16,Montée de Guise - Berbisey,1,15
2021-10-10T17:30:36,37,Auxonne - Eldorado,20,0
2021-10-10T17:30:36,33,Gare - Porte Neuve,9,11
2021-10-10T17:30:36,32,Auditorium,10,22
2021-10-10T17:30:36,38,Drapeau - Dijon Métropole,14,4
2021-10-10T17:30:36,30,Victor Hugo - Spuller,5,17
2021-10-10T17:30:36,29,Gare Dijon Ville,24,12
2021-10-10T17:30:36,28,Planétarium,7,5
2021-10-10T17:30:36,26,Cours du Parc - Piscine,9,13
2021-10-10T17:30:36,39,Drapeau - Junot,16,4
2021-10-10T17:30:36,27,Navier - Jean Jaurès,10,8
2021-10-10T17:30:36,36,Hôpital - Maternité,10,8
2021-10-10T17:43:17,34,Lycée Carnot,10,10
2021-10-10T17:43:17,40,Barabant - Transvaal,8,8
2021-10-10T17:43:17,22,Darcy,10,14
2021-10-10T17:43:17,35,Parc des sports,12,8
2021-10-10T17:43:17,21,Charles Vêques - Monge,9,7
2021-10-10T17:43:17,4,Place du Théâtre,7,20
2021-10-10T17:43:17,3,Forges - Notre Dame,5,19
2021-10-10T17:43:17,1,Place Saint Fiacre,11,5
2021-10-10T17:43:17,9,Auguste Comte,6,6
2021-10-10T17:43:17,5,Chabot Charny,10,13
2021-10-10T17:43:17,2,Voltaire-Mirande,9,7
2021-10-10T17:43:17,6,Place des Cordeliers,9,11
2021-10-10T17:43:17,14,Préfecture,5,13
2021-10-10T17:43:17,10,Jeannin - Saumaise,10,18
2021-10-10T17:43:17,18,Cellier de Clairvaux,12,2
2021-10-10T17:43:17,8,Grangier,8,22
2021-10-10T17:43:17,19,République - Rousseau,17,5
2021-10-10T17:43:17,7,Place Bossuet,20,4
2021-10-10T17:43:17,11,Wilson,16,14
2021-10-10T17:43:17,23,Sambin - École de Commerce,11,17
2021-10-10T17:43:17,24,Marceau - Jardillier,11,11
2021-10-10T17:43:17,12,Zola - Monge,18,2
2021-10-10T17:43:17,15,30 Octobre - Paul Cabet,10,14
2021-10-10T17:43:17,13,Saint Benigne,7,11
2021-10-10T17:43:17,31,Place Barbe,3,9
2021-10-10T17:43:17,25,Clemenceau - Conservatoire,7,11
2021-10-10T17:43:17,17,Mulhouse - Verdun,9,15
2021-10-10T17:43:17,20,Général de Gaulle - Clinique,9,15
2021-10-10T17:43:17,16,Montée de Guise - Berbisey,1,15
2021-10-10T17:43:17,37,Auxonne - Eldorado,20,0
2021-10-10T17:43:17,33,Gare - Porte Neuve,9,11
2021-10-10T17:43:17,32,Auditorium,10,22
2021-10-10T17:43:17,38,Drapeau - Dijon Métropole,14,4
2021-10-10T17:43:17,30,Victor Hugo - Spuller,5,17
2021-10-10T17:43:17,29,Gare Dijon Ville,24,12
2021-10-10T17:43:17,28,Planétarium,7,5
2021-10-10T17:43:17,26,Cours du Parc - Piscine,9,13
2021-10-10T17:43:17,39,Drapeau - Junot,16,4
2021-10-10T17:43:17,27,Navier - Jean Jaurès,10,8
2021-10-10T17:43:17,36,Hôpital - Maternité,10,8
2021-10-10T17:58:18,34,Lycée Carnot,10,10
2021-10-10T17:58:18,40,Barabant - Transvaal,8,8
2021-10-10T17:58:18,22,Darcy,10,14
2021-10-10T17:58:18,35,Parc des sports,12,8
2021-10-10T17:58:18,21,Charles Vêques - Monge,9,7
2021-10-10T17:58:18,4,Place du Théâtre,7,20
2021-10-10T17:58:18,3,Forges - Notre Dame,5,19
2021-10-10T17:58:18,1,Place Saint Fiacre,11,5
2021-10-10T17:58:18,9,Auguste Comte,6,6
2021-10-10T17:58:18,5,Chabot Charny,10,13
2021-10-10T17:58:18,2,Voltaire-Mirande,9,7
2021-10-10T17:58:18,6,Place des Cordeliers,9,11
2021-10-10T17:58:18,14,Préfecture,5,13
2021-10-10T17:58:18,10,Jeannin - Saumaise,10,18
2021-10-10T17:58:18,18,Cellier de Clairvaux,12,2
2021-10-10T17:58:18,8,Grangier,8,22
2021-10-10T17:58:18,19,République - Rousseau,17,5
2021-10-10T17:58:18,7,Place Bossuet,20,4
2021-10-10T17:58:18,11,Wilson,16,14
2021-10-10T17:58:18,23,Sambin - École de Commerce,11,17
2021-10-10T17:58:18,24,Marceau - Jardillier,11,11
2021-10-10T17:58:18,12,Zola - Monge,18,2
2021-10-10T17:58:18,15,30 Octobre - Paul Cabet,10,14
2021-10-10T17:58:18,13,Saint Benigne,7,11
2021-10-10T17:58:18,31,Place Barbe,3,9
2021-10-10T17:58:18,25,Clemenceau - Conservatoire,7,11
2021-10-10T17:58:18,17,Mulhouse - Verdun,9,15
2021-10-10T17:58:18,20,Général de Gaulle - Clinique,9,15
2021-10-10T17:58:18,16,Montée de Guise - Berbisey,1,15
2021-10-10T17:58:18,37,Auxonne - Eldorado,20,0
2021-10-10T17:58:18,33,Gare - Porte Neuve,9,11
2021-10-10T17:58:18,32,Auditorium,10,22
2021-10-10T17:58:18,38,Drapeau - Dijon Métropole,14,4
2021-10-10T17:58:18,30,Victor Hugo - Spuller,5,17
2021-10-10T17:58:18,29,Gare Dijon Ville,24,12
2021-10-10T17:58:18,28,Planétarium,7,5
2021-10-10T17:58:18,26,Cours du Parc - Piscine,9,13
2021-10-10T17:58:18,39,Drapeau - Junot,16,4
2021-10-10T17:58:18,27,Navier - Jean Jaurès,10,8
2021-10-10T17:58:18,36,Hôpital - Maternité,10,8
2021-10-10T18:25:45,34,Lycée Carnot,10,10
2021-10-10T18:25:45,40,Barabant - Transvaal,8,8
2021-10-10T18:25:45,22,Darcy,10,14
2021-10-10T18:25:45,35,Parc des sports,12,8
2021-10-10T18:25:45,21,Charles Vêques - Monge,9,7
2021-10-10T18:25:45,4,Place du Théâtre,7,20
2021-10-10T18:25:45,3,Forges - Notre Dame,5,19
2021-10-10T18:25:45,1,Place Saint Fiacre,11,5
2021-10-10T18:25:45,9,Auguste Comte,6,6
2021-10-10T18:25:45,5,Chabot Charny,10,13
2021-10-10T18:25:45,2,Voltaire-Mirande,9,7
2021-10-10T18:25:45,6,Place des Cordeliers,9,11
2021-10-10T18:25:45,14,Préfecture,5,13
2021-10-10T18:25:45,10,Jeannin - Saumaise,10,18
2021-10-10T18:25:45,18,Cellier de Clairvaux,12,2
2021-10-10T18:25:45,8,Grangier,8,22
2021-10-10T18:25:45,19,République - Rousseau,17,5
2021-10-10T18:25:45,7,Place Bossuet,20,4
2021-10-10T18:25:45,11,Wilson,16,14
2021-10-10T18:25:45,23,Sambin - École de Commerce,11,17
2021-10-10T18:25:45,24,Marceau - Jardillier,11,11
2021-10-10T18:25:45,12,Zola - Monge,18,2
2021-10-10T18:25:45,15,30 Octobre - Paul Cabet,10,14
2021-10-10T18:25:45,13,Saint Benigne,7,11
2021-10-10T18:25:45,31,Place Barbe,3,9
2021-10-10T18:25:45,25,Clemenceau - Conservatoire,7,11
2021-10-10T18:25:45,17,Mulhouse - Verdun,9,15
2021-10-10T18:25:45,20,Général de Gaulle - Clinique,9,15
2021-10-10T18:25:45,16,Montée de Guise - Berbisey,1,15
2021-10-10T18:25:45,37,Auxonne - Eldorado,20,0
2021-10-10T18:25:45,33,Gare - Porte Neuve,9,11
2021-10-10T18:25:45,32,Auditorium,10,22
2021-10-10T18:25:45,38,Drapeau - Dijon Métropole,14,4
2021-10-10T18:25:45,30,Victor Hugo - Spuller,5,17
2021-10-10T18:25:45,29,Gare Dijon Ville,24,12
2021-10-10T18:25:45,28,Planétarium,7,5
2021-10-10T18:25:45,26,Cours du Parc - Piscine,9,13
2021-10-10T18:25:45,39,Drapeau - Junot,16,4
2021-10-10T18:25:45,27,Navier - Jean Jaurès,10,8
2021-10-10T18:25:45,36,Hôpital - Maternité,10,8
2021-10-10T18:45:34,34,Lycée Carnot,10,10
2021-10-10T18:45:34,40,Barabant - Transvaal,8,8
2021-10-10T18:45:34,22,Darcy,10,14
2021-10-10T18:45:34,35,Parc des sports,12,8
2021-10-10T18:45:34,21,Charles Vêques - Monge,9,7
2021-10-10T18:45:34,4,Place du Théâtre,7,20
2021-10-10T18:45:34,3,Forges - Notre Dame,5,19
2021-10-10T18:45:34,1,Place Saint Fiacre,11,5
2021-10-10T18:45:34,9,Auguste Comte,6,6
2021-10-10T18:45:34,5,Chabot Charny,10,13
2021-10-10T18:45:34,2,Voltaire-Mirande,9,7
2021-10-10T18:45:34,6,Place des Cordeliers,9,11
2021-10-10T18:45:34,14,Préfecture,5,13
2021-10-10T18:45:34,10,Jeannin - Saumaise,10,18
2021-10-10T18:45:34,18,Cellier de Clairvaux,12,2
2021-10-10T18:45:34,8,Grangier,8,22
2021-10-10T18:45:34,19,République - Rousseau,17,5
2021-10-10T18:45:34,7,Place Bossuet,20,4
2021-10-10T18:45:34,11,Wilson,16,14
2021-10-10T18:45:34,23,Sambin - École de Commerce,11,17
2021-10-10T18:45:34,24,Marceau - Jardillier,11,11
2021-10-10T18:45:34,12,Zola - Monge,18,2
2021-10-10T18:45:34,15,30 Octobre - Paul Cabet,10,14
2021-10-10T18:45:34,13,Saint Benigne,7,11
2021-10-10T18:45:34,31,Place Barbe,3,9
2021-10-10T18:45:34,25,Clemenceau - Conservatoire,7,11
2021-10-10T18:45:34,17,Mulhouse - Verdun,9,15
2021-10-10T18:45:34,20,Général de Gaulle - Clinique,9,15
2021-10-10T18:45:34,16,Montée de Guise - Berbisey,1,15
2021-10-10T18:45:34,37,Auxonne - Eldorado,20,0
2021-10-10T18:45:34,33,Gare - Porte Neuve,9,11
2021-10-10T18:45:34,32,Auditorium,10,22
2021-10-10T18:45:34,38,Drapeau - Dijon Métropole,14,4
2021-10-10T18:45:34,30,Victor Hugo - Spuller,5,17
2021-10-10T18:45:34,29,Gare Dijon Ville,24,12
2021-10-10T18:45:34,28,Planétarium,7,5
2021-10-10T18:45:34,26,Cours du Parc - Piscine,9,13
2021-10-10T18:45:34,39,Drapeau - Junot,16,4
2021-10-10T18:45:34,27,Navier - Jean Jaurès,10,8
2021-10-10T18:45:34,36,Hôpital - Maternité,10,8
2021-10-10T18:58:21,34,Lycée Carnot,10,10
2021-10-10T18:58:21,40,Barabant - Transvaal,8,8
2021-10-10T18:58:21,22,Darcy,10,14
2021-10-10T18:58:21,35,Parc des sports,12,8
2021-10-10T18:58:21,21,Charles Vêques - Monge,9,7
2021-10-10T18:58:21,4,Place du Théâtre,7,20
2021-10-10T18:58:21,3,Forges - Notre Dame,5,19
2021-10-10T18:58:21,1,Place Saint Fiacre,11,5
2021-10-10T18:58:21,9,Auguste Comte,6,6
2021-10-10T18:58:21,5,Chabot Charny,10,13
2021-10-10T18:58:21,2,Voltaire-Mirande,9,7
2021-10-10T18:58:21,6,Place des Cordeliers,9,11
2021-10-10T18:58:21,14,Préfecture,5,13
2021-10-10T18:58:21,10,Jeannin - Saumaise,10,18
2021-10-10T18:58:21,18,Cellier de Clairvaux,12,2
2021-10-10T18:58:21,8,Grangier,8,22
2021-10-10T18:58:21,19,République - Rousseau,17,5
2021-10-10T18:58:21,7,Place Bossuet,20,4
2021-10-10T18:58:21,11,Wilson,16,14
2021-10-10T18:58:21,23,Sambin - École de Commerce,11,17
2021-10-10T18:58:21,24,Marceau - Jardillier,11,11
2021-10-10T18:58:21,12,Zola - Monge,18,2
2021-10-10T18:58:21,15,30 Octobre - Paul Cabet,10,14
2021-10-10T18:58:21,13,Saint Benigne,7,11
2021-10-10T18:58:21,31,Place Barbe,3,9
2021-10-10T18:58:21,25,Clemenceau - Conservatoire,7,11
2021-10-10T18:58:21,17,Mulhouse - Verdun,9,15
2021-10-10T18:58:21,20,Général de Gaulle - Clinique,9,15
2021-10-10T18:58:21,16,Montée de Guise - Berbisey,1,15
2021-10-10T18:58:21,37,Auxonne - Eldorado,20,0
2021-10-10T18:58:21,33,Gare - Porte Neuve,9,11
2021-10-10T18:58:21,32,Auditorium,10,22
2021-10-10T18:58:21,38,Drapeau - Dijon Métropole,14,4
2021-10-10T18:58:21,30,Victor Hugo - Spuller,5,17
2021-10-10T18:58:21,29,Gare Dijon Ville,24,12
2021-10-10T18:58:21,28,Planétarium,7,5
2021-10-10T18:58:21,26,Cours du Parc - Piscine,9,13
2021-10-10T18:58:21,39,Drapeau - Junot,16,4
2021-10-10T18:58:21,27,Navier - Jean Jaurès,10,8
